wikidata_qid,wikidata_name,wikidata_url,candidate_inat_ids,candidate_inat_names,correct_inat_taxon_id,notes
Q64755645,Carbonicola,http://www.wikidata.org/entity/Q64755645,464928;1433660,Carbonicola;Carbonicola,464928,
Q115946522,Cardiocondyla argentea,http://www.wikidata.org/entity/Q115946522,1467162;1467157,Cardiocondyla argentea;Cardiocondyla argentea,,
Q3688696,Cardiocondyla batesii,http://www.wikidata.org/entity/Q3688696,1376485;1467665,Cardiocondyla batesii;Cardiocondyla batesii,,
Q3688108,Cardiocondyla nivalis,http://www.wikidata.org/entity/Q3688108,1467687;1467689,Cardiocondyla nivalis;Cardiocondyla nivalis,,
Q3690834,Cardiocondyla sima,http://www.wikidata.org/entity/Q3690834,1467697;1467699,Cardiocondyla sima;Cardiocondyla sima,,
Q3689297,Cardiocondyla wheeleri,http://www.wikidata.org/entity/Q3689297,1467716;1467721,Cardiocondyla wheeleri;Cardiocondyla wheeleri,,
Q10442641,Cardiodactylus efordi,http://www.wikidata.org/entity/Q10442641,1350491;1350483,Cardiodactylus efordi;Cardiodactylus efordi,,
Q9696595,Carebara polita,http://www.wikidata.org/entity/Q9696595,1598490;1598491,Carebara polita;Carebara polita,,
Q19596256,Carebara pygmaea,http://www.wikidata.org/entity/Q19596256,1551230;1551229,Carebara pygmaea;Carebara pygmaea,,
Q38659435,Carex curticeps,http://www.wikidata.org/entity/Q38659435,1459599;1459603,Carex curticeps;Carex curticeps,,
Q5045294,Carolus,http://www.wikidata.org/entity/Q5045294,1069974;1179300,Carolus;Carolus,1069974,
Q111049444,Carolus,http://www.wikidata.org/entity/Q111049444,1069974;1179300,Carolus;Carolus,1179300,
Q34586160,Carpelimus,http://www.wikidata.org/entity/Q34586160,131013;1630949,Carpelimus;Carpelimus,,
Q14883235,Carpelimus despectus,http://www.wikidata.org/entity/Q14883235,1631046;1631032,Carpelimus despectus;Carpelimus despectus,1631032,
Q5047738,Caryospora,http://www.wikidata.org/entity/Q5047738,1025187;1414885,Caryospora;Caryospora,1414885,
Q16852604,Caryospora,http://www.wikidata.org/entity/Q16852604,1025187;1414885,Caryospora;Caryospora,1025187,
Q97303238,Carystina,http://www.wikidata.org/entity/Q97303238,554537;1406949,Carystina;Carystina,,
Q5049369,Cassidulina,http://www.wikidata.org/entity/Q5049369,814176;1350401,Cassidulina;Cassidulina,1350401,
Q23766759,Cassidulina,http://www.wikidata.org/entity/Q23766759,814176;1350401,Cassidulina;Cassidulina,814176,
Q4992994,Castrella,http://www.wikidata.org/entity/Q4992994,1483596;1483597,Castrella;Castrella,1483596,
Q50757796,Castrella,http://www.wikidata.org/entity/Q50757796,1483596;1483597,Castrella;Castrella,1483597,
Q9707409,Cataglyphis altisquamis,http://www.wikidata.org/entity/Q9707409,1464285;1464274,Cataglyphis altisquamis;Cataglyphis altisquamis,,
Q9707924,Cataglyphis emmae,http://www.wikidata.org/entity/Q9707924,1464295;1464339,Cataglyphis emmae;Cataglyphis emmae,,
Q65156321,Catascopus,http://www.wikidata.org/entity/Q65156321,251424;1464349,Catascopus;Catascopus,,
Q3690269,Cataulacus huberi,http://www.wikidata.org/entity/Q3690269,1429247;1436056,Cataulacus huberi;Cataulacus huberi,1429247,
Q3688071,Cataulacus tenuis,http://www.wikidata.org/entity/Q3688071,1436083;1436066,Cataulacus tenuis;Cataulacus tenuis,,
Q116877957,Cathedra,http://www.wikidata.org/entity/Q116877957,541509;703114,Cathedra;Cathedra,541509,
Q111077589,Catocheilus apterus,http://www.wikidata.org/entity/Q111077589,1624316;1649200,Catocheilus apterus;Catocheilus apterus,1624316,
Q21441833,Cattleya,http://www.wikidata.org/entity/Q21441833,140844;1486290;1486304,Cattleya;Cattleya;Cattleya,,
Q21616179,Cavernicola,http://www.wikidata.org/entity/Q21616179,475816;1116826,Cavernicola;Cavernicola,,
Q61785198,Cavernicola,http://www.wikidata.org/entity/Q61785198,475816;1116826,Cavernicola;Cavernicola,,
Q11225022,Ceiba insignis,http://www.wikidata.org/entity/Q11225022,847117;1531696,Ceiba insignis;Ceiba insignis,,
Q130325505,Centronia,http://www.wikidata.org/entity/Q130325505,184256;1589299,Centronia;Centronia,,
Q101094748,Cephaloplatus,http://www.wikidata.org/entity/Q101094748,859917;1378463,Cephaloplatus;Cephaloplatus,,
Q26493327,Cephaloplatus,http://www.wikidata.org/entity/Q26493327,859917;1378463,Cephaloplatus;Cephaloplatus,,
Q5063392,Cephalotes fiebrigi,http://www.wikidata.org/entity/Q5063392,1281352;1340318,Cephalotes fiebrigi;Cephalotes fiebrigi,,
Q5063456,Cephalotes prodigiosus,http://www.wikidata.org/entity/Q5063456,1340668;1340669,Cephalotes prodigiosus;Cephalotes prodigiosus,,
Q95905519,Ceraia dentata,http://www.wikidata.org/entity/Q95905519,1194191;1562592,Ceraia dentata;Ceraia dentata,,
Q10445581,Ceraia hemidactyla,http://www.wikidata.org/entity/Q10445581,1562595;1562596,Ceraia hemidactyla;Ceraia hemidactyla,,
Q19774023,Cerataulina,http://www.wikidata.org/entity/Q19774023,448294;448295,Cerataulina;Cerataulina,,
Q14613121,Cerataulina,http://www.wikidata.org/entity/Q14613121,448294;448295,Cerataulina;Cerataulina,,
Q21439695,Cerodontha,http://www.wikidata.org/entity/Q21439695,329760;1650267,Cerodontha;Cerodontha,,
Q119063870,Cerradicola,http://www.wikidata.org/entity/Q119063870,1525008;1653719,Cerradicola;Cerradicola,,
Q8355990,Chalybea,http://www.wikidata.org/entity/Q8355990,871913;1444216,Chalybea;Chalybea,,
Q5069358,Chamaeleon,http://www.wikidata.org/entity/Q5069358,956045;1368659,Chamaeleon;Chamaeleon,,
Q107272965,Chamaeleon,http://www.wikidata.org/entity/Q107272965,956045;1368659,Chamaeleon;Chamaeleon,,
Q21438283,Cheilotrichia,http://www.wikidata.org/entity/Q21438283,247974;1469229,Cheilotrichia;Cheilotrichia,,
Q21440375,Chilicola,http://www.wikidata.org/entity/Q21440375,252941;602877,Chilicola;Chilicola,,
Q21438285,Chionea,http://www.wikidata.org/entity/Q21438285,174252;1451821,Chionea;Chionea,,
Q13851141,Chironomus aberratus,http://www.wikidata.org/entity/Q13851141,1590868;1590869,Chironomus aberratus;Chironomus aberratus,,
Q13851188,Chironomus staegeri,http://www.wikidata.org/entity/Q13851188,1270108;1552140,Chironomus staegeri;Chironomus staegeri,,
Q123095077,Chlorita,http://www.wikidata.org/entity/Q123095077,458733;704915,Chlorita;Chlorita,,
Q122069426,Chlorotettix,http://www.wikidata.org/entity/Q122069426,174232;632969,Chlorotettix;Chlorotettix,,
Q15641155,Cicindela,http://www.wikidata.org/entity/Q15641155,49568;736941,Cicindela;Cicindela,,
Q18608370,Ciliophora,http://www.wikidata.org/entity/Q18608370,118996;1304404,Ciliophora;Ciliophora,,
Q119571509,Cixidia,http://www.wikidata.org/entity/Q119571509,334823;1402088,Cixidia;Cixidia,,
Q105050654,Clavaria amethystina,http://www.wikidata.org/entity/Q105050654,1632236;1632235,Clavaria amethystina;Clavaria amethystina,,
Q98565240,Clonia,http://www.wikidata.org/entity/Q98565240,246095;767306,Clonia;Clonia,,
Q29908311,Cnestrum,http://www.wikidata.org/entity/Q29908311,815970;1688526,Cnestrum;Cnestrum,,
Q17283190,Cnestrum,http://www.wikidata.org/entity/Q17283190,815970;1688526,Cnestrum;Cnestrum,,
Q10749499,Colletes acutus,http://www.wikidata.org/entity/Q10749499,1391099;1438706,Colletes acutus;Colletes acutus,,
Q2688530,Colletes gilvus,http://www.wikidata.org/entity/Q2688530,1622323;1621038,Colletes gilvus;Colletes gilvus,,
Q3688724,Colobostruma froggatti,http://www.wikidata.org/entity/Q3688724,1250630;1668547,Colobostruma froggatti;Colobostruma froggatti,,
Q131573396,Conobolbitina,http://www.wikidata.org/entity/Q131573396,1577745;1577741,Conobolbitina;Conobolbitina,,
Q14517356,Copestylum cinctiventre,http://www.wikidata.org/entity/Q14517356,1357056;1357055,Copestylum cinctiventre;Copestylum cinctiventre,,
Q21216198,Cosmolaelaps,http://www.wikidata.org/entity/Q21216198,1401039;1496525,Cosmolaelaps;Cosmolaelaps,,
Q138880043,Craseomys,http://www.wikidata.org/entity/Q138880043,922877;1431463,Craseomys;Craseomys,,
Q23044124,Cribraria,http://www.wikidata.org/entity/Q23044124,324013;1648876,Cribraria;Cribraria,,
Q1143109,Cucurbitella,http://www.wikidata.org/entity/Q1143109,576094;1614207,Cucurbitella;Cucurbitella,,
Q25661390,Cyclophora,http://www.wikidata.org/entity/Q25661390,81652;1270105,Cyclophora;Cyclophora,,
Q50753710,Cyclophora,http://www.wikidata.org/entity/Q50753710,81652;1270105,Cyclophora;Cyclophora,,
Q10262686,Cylindromyrmex brevitarsus,http://www.wikidata.org/entity/Q10262686,1436109;1436107,Cylindromyrmex brevitarsus;Cylindromyrmex brevitarsus,,
Q20871290,Cynomys,http://www.wikidata.org/entity/Q20871290,46175;1431488,Cynomys;Cynomys,,
Q55419414,Decma,http://www.wikidata.org/entity/Q55419414,766432;767549,Decma;Decma,,
Q10467573,Decma,http://www.wikidata.org/entity/Q10467573,766432;767549,Decma;Decma,,
Q21438782,Deois,http://www.wikidata.org/entity/Q21438782,560833;787226,Deois;Deois,,
Q21439793,Dermestes,http://www.wikidata.org/entity/Q21439793,81952;510200,Dermestes;Dermestes,,
Q1209011,Dianema,http://www.wikidata.org/entity/Q1209011,87916;418630,Dianema;Dianema,,
Q4665986,Diascorhynchus rubrus,http://www.wikidata.org/entity/Q4665986,1694365;1694364,Diascorhynchus rubrus;Diascorhynchus rubrus,,
Q5272098,Diastema,http://www.wikidata.org/entity/Q5272098,183794;183897,Diastema;Diastema,,
Q30113526,Dienerella,http://www.wikidata.org/entity/Q30113526,174636;1496507,Dienerella;Dienerella,,
Q65769657,Dionysia,http://www.wikidata.org/entity/Q65769657,792086;1606283,Dionysia;Dionysia,,
Q5279631,Dioszegia,http://www.wikidata.org/entity/Q5279631,967674;1409928,Dioszegia;Dioszegia,,
Q25661496,Dioxys,http://www.wikidata.org/entity/Q25661496,252521;1099664,Dioxys;Dioxys,,
Q17746325,Diplacus,http://www.wikidata.org/entity/Q17746325,157750;777236,Diplacus;Diplacus,,
Q221563,Diplura,http://www.wikidata.org/entity/Q221563,56215;421375;854950,Diplura;Diplura;Diplura,,
Q3029037,Diplura,http://www.wikidata.org/entity/Q3029037,56215;421375;854950,Diplura;Diplura;Diplura,,
Q36308478,Diplura,http://www.wikidata.org/entity/Q36308478,56215;421375;854950,Diplura;Diplura;Diplura,,
Q19402629,Dipteropeltis,http://www.wikidata.org/entity/Q19402629,473803;576076,Dipteropeltis;Dipteropeltis,,
Q118874551,Dolichothrix,http://www.wikidata.org/entity/Q118874551,248149;575664,Dolichothrix;Dolichothrix,,
Q14933433,Donacia vicina,http://www.wikidata.org/entity/Q14933433,1617416;1617415,Donacia vicina;Donacia vicina,,
Q4037529,Dorcadion,http://www.wikidata.org/entity/Q4037529,326447;882491,Dorcadion;Dorcadion,,
Q17285269,Dorcadion,http://www.wikidata.org/entity/Q17285269,326447;882491,Dorcadion;Dorcadion,,
Q25661270,Doryphora,http://www.wikidata.org/entity/Q25661270,253197;856899,Doryphora;Doryphora,,
Q14591786,Drosophila bizonata,http://www.wikidata.org/entity/Q14591786,1629724;1630661,Drosophila bizonata;Drosophila bizonata,,
Q5308596,Drosophila robusta,http://www.wikidata.org/entity/Q5308596,1249116;1630655,Drosophila robusta;Drosophila robusta,,
Q119486128,Dyscolus,http://www.wikidata.org/entity/Q119486128,422609;1646353,Dyscolus;Dyscolus,,
Q25383821,Echinopla mezgeri,http://www.wikidata.org/entity/Q25383821,1348314;1408618,Echinopla mezgeri;Echinopla mezgeri,,
Q13602932,Echinopla serrata,http://www.wikidata.org/entity/Q13602932,1408639;1408621,Echinopla serrata;Echinopla serrata,,
Q50747642,Ectobius,http://www.wikidata.org/entity/Q50747642,130140;896865,Ectobius;Ectobius,,
Q140688791,Edebessa circumcincta,http://www.wikidata.org/entity/Q140688791,1080215;1666329,Edebessa circumcincta;Edebessa circumcincta,,
Q124834846,Elimaea,http://www.wikidata.org/entity/Q124834846,82000;767470,Elimaea;Elimaea,,
Q21253746,Entheus warreni,http://www.wikidata.org/entity/Q21253746,1257710;1629469,Entheus warreni;Entheus warreni,,
Q107656550,Entoloma atrum,http://www.wikidata.org/entity/Q107656550,1133270;1423703,Entoloma atrum;Entoloma atrum,,
Q107664210,Entyloma eburneum,http://www.wikidata.org/entity/Q107664210,1111358;1393651,Entyloma eburneum;Entyloma eburneum,,
Q15474791,Epidendrum rhombochilum,http://www.wikidata.org/entity/Q15474791,1263212;1487155,Epidendrum rhombochilum;Epidendrum rhombochilum,,
Q13611730,Epopostruma alata,http://www.wikidata.org/entity/Q13611730,1250736;1668528,Epopostruma alata;Epopostruma alata,,
Q13611743,Epopostruma frosti,http://www.wikidata.org/entity/Q13611743,1250734;1668530,Epopostruma frosti;Epopostruma frosti,,
Q10273552,Eremophyton,http://www.wikidata.org/entity/Q10273552,975117;1070071,Eremophyton;Eremophyton,,
Q97334178,Ernsta,http://www.wikidata.org/entity/Q97334178,1353713;1353712,Ernsta;Ernsta,,
Q17504909,Esenbeckia,http://www.wikidata.org/entity/Q17504909,157278;157279,Esenbeckia;Esenbeckia,,
Q5403767,Ethmia catapeltica,http://www.wikidata.org/entity/Q5403767,1334913;1342721,Ethmia catapeltica;Ethmia catapeltica,,
Q13613254,Ethmia dehiscens,http://www.wikidata.org/entity/Q13613254,1334883;1342044,Ethmia dehiscens;Ethmia dehiscens,,
Q5403940,Ethmia mulleri,http://www.wikidata.org/entity/Q5403940,1334936;1341651,Ethmia mulleri;Ethmia mulleri,,
Q5403980,Ethmia penthica,http://www.wikidata.org/entity/Q5403980,1334931;1341829,Ethmia penthica;Ethmia penthica,,
Q13613335,Ethmia suspecta,http://www.wikidata.org/entity/Q13613335,1334949;1342011,Ethmia suspecta;Ethmia suspecta,,
Q21445348,Euconnus,http://www.wikidata.org/entity/Q21445348,176338;1549707,Euconnus;Euconnus,,
Q141118532,Eucosma annetteana,http://www.wikidata.org/entity/Q141118532,511719;1296523,Eucosma annetteana;Eucosma annetteana,,
Q141120013,Eucosma artemisiana,http://www.wikidata.org/entity/Q141120013,511671;1296527,Eucosma artemisiana;Eucosma artemisiana,,
Q141119961,Eucosma spiculana,http://www.wikidata.org/entity/Q141119961,1065839;1296544,Eucosma spiculana;Eucosma spiculana,,
Q2350634,Euglossa allosticta,http://www.wikidata.org/entity/Q2350634,1516304;1615319,Euglossa allosticta;Euglossa allosticta,,
Q5068020,Euglossa orellana,http://www.wikidata.org/entity/Q5068020,1567675;1615323,Euglossa orellana;Euglossa orellana,,
Q16738711,Euglypha,http://www.wikidata.org/entity/Q16738711,362012;1070077,Euglypha;Euglypha,,
Q133503964,Euloryma karoo,http://www.wikidata.org/entity/Q133503964,665376;1562383,Euloryma karoo;Euloryma karoo,,
Q10490781,Eupholidoptera anatolica,http://www.wikidata.org/entity/Q10490781,1460050;1559590,Eupholidoptera anatolica;Eupholidoptera anatolica,,
Q14871373,Euphoria avita,http://www.wikidata.org/entity/Q14871373,1489375;1580619,Euphoria avita;Euphoria avita,,
Q111288085,Eupines,http://www.wikidata.org/entity/Q111288085,376356;898847,Eupines;Eupines,,
Q13540245,Eupithecia bohatschi,http://www.wikidata.org/entity/Q13540245,1338713;1337069,Eupithecia bohatschi;Eupithecia bohatschi,,
Q13539946,Eupithecia inepta,http://www.wikidata.org/entity/Q13539946,1338460;1338459,Eupithecia inepta;Eupithecia inepta,,
Q13539350,Eupithecia undata,http://www.wikidata.org/entity/Q13539350,1321756;1338372,Eupithecia undata;Eupithecia undata,,
Q13494335,Euxoa luctuosa,http://www.wikidata.org/entity/Q13494335,1282468;1294165,Euxoa luctuosa;Euxoa luctuosa,,
Q5414845,Euxoa mustelina,http://www.wikidata.org/entity/Q5414845,1248183;1294282,Euxoa mustelina;Euxoa mustelina,,
Q107078469,Faxonius palmeri,http://www.wikidata.org/entity/Q107078469,776077;1688273,Faxonius palmeri;Faxonius palmeri,,
Q28500563,Fernaldia,http://www.wikidata.org/entity/Q28500563,178205;1676040,Fernaldia;Fernaldia,,
Q5455305,Fissurina,http://www.wikidata.org/entity/Q5455305,348312;463994,Fissurina;Fissurina,,
Q119571127,Fomoria groschkei,http://www.wikidata.org/entity/Q119571127,1308910;1393571,Fomoria groschkei;Fomoria groschkei,,
Q10499201,Friobius,http://www.wikidata.org/entity/Q10499201,999774;999975,Friobius;Friobius,,
Q21362353,Furcata,http://www.wikidata.org/entity/Q21362353,1105881;1527551,Furcata;Furcata,,
Q14628302,Gallienia,http://www.wikidata.org/entity/Q14628302,492351;766293,Gallienia;Gallienia,,
Q122067739,Gambialoa,http://www.wikidata.org/entity/Q122067739,740688;787178,Gambialoa;Gambialoa,,
Q130613329,Gekko,http://www.wikidata.org/entity/Q130613329,34591;1676779,Gekko;Gekko,,
Q15479539,Genista spartioides,http://www.wikidata.org/entity/Q15479539,931062;1470525,Genista spartioides;Genista spartioides,,
Q13557042,Glaucina infumataria,http://www.wikidata.org/entity/Q13557042,1305372;1305371,Glaucina infumataria;Glaucina infumataria,,
Q127429016,Glaucolepis headleyella,http://www.wikidata.org/entity/Q127429016,1321818;1393146,Glaucolepis headleyella;Glaucolepis headleyella,,
Q50750143,Globiceps,http://www.wikidata.org/entity/Q50750143,554453;1558768,Globiceps;Globiceps,,
Q5573429,Glyphipterix simplicella,http://www.wikidata.org/entity/Q5573429,1283290;1354242,Glyphipterix simplicella;Glyphipterix simplicella,,
Q21441504,Goniodoma,http://www.wikidata.org/entity/Q21441504,525780;1688031,Goniodoma;Goniodoma,,
Q1538121,Gordonia,http://www.wikidata.org/entity/Q1538121,81922;1616995,Gordonia;Gordonia,,
Q14512208,Grandia,http://www.wikidata.org/entity/Q14512208,1016947;1459483,Grandia;Grandia,,
Q656290,Grania,http://www.wikidata.org/entity/Q656290,1184366;1600775,Grania;Grania,,
Q37803536,Grania,http://www.wikidata.org/entity/Q37803536,1184366;1600775,Grania;Grania,,
Q21442232,Graphium,http://www.wikidata.org/entity/Q21442232,51577;176072;1358580,Graphium;Graphium;Graphium,,
Q18518888,Graphium,http://www.wikidata.org/entity/Q18518888,51577;176072;1358580,Graphium;Graphium;Graphium,,
Q25661812,Grayia,http://www.wikidata.org/entity/Q25661812,58129;29986,Grayia;Grayia,,
Q10509282,Gryllacris nigrilabris,http://www.wikidata.org/entity/Q10509282,1400842;1400847,Gryllacris nigrilabris;Gryllacris nigrilabris,,
Q18523434,Grylloblattina,http://www.wikidata.org/entity/Q18523434,1041237;1041274,Grylloblattina;Grylloblattina,,
Q20746369,Grylloblattina,http://www.wikidata.org/entity/Q20746369,1041237;1041274,Grylloblattina;Grylloblattina,,
Q30094971,Gymnetina,http://www.wikidata.org/entity/Q30094971,252362;1583205,Gymnetina;Gymnetina,,
Q123095112,Gyponana,http://www.wikidata.org/entity/Q123095112,143352;601803,Gyponana;Gyponana,,
Q5891589,Hamadryas,http://www.wikidata.org/entity/Q5891589,83228;186624,Hamadryas;Hamadryas,,
Q136665572,Harringtonia,http://www.wikidata.org/entity/Q136665572,1172192;1375144,Harringtonia;Harringtonia,,
Q70589845,Hebeloma,http://www.wikidata.org/entity/Q70589845,192716;1428700,Hebeloma;Hebeloma,,
Q111846847,Helenium,http://www.wikidata.org/entity/Q111846847,53093;1409550,Helenium;Helenium,,
Q50755373,Henia,http://www.wikidata.org/entity/Q50755373,68723;999980,Henia;Henia,,
Q6513989,Hessebius,http://www.wikidata.org/entity/Q6513989,999796;999981,Hessebius;Hessebius,,
Q14631259,Hetaira,http://www.wikidata.org/entity/Q14631259,767645;767006,Hetaira;Hetaira,,
Q21440709,Heteropsis,http://www.wikidata.org/entity/Q21440709,149080;141391,Heteropsis;Heteropsis,,
Q16738713,Heterotropa,http://www.wikidata.org/entity/Q16738713,707585;1452661;1452662,Heterotropa;Heterotropa;Heterotropa,,
Q2217975,Holopogon,http://www.wikidata.org/entity/Q2217975,61725;999663,Holopogon;Holopogon,,
Q21438750,Homaeotarsus,http://www.wikidata.org/entity/Q21438750,178234;1610178,Homaeotarsus;Homaeotarsus,,
Q30309573,Homalocephala,http://www.wikidata.org/entity/Q30309573,488875;870495,Homalocephala;Homalocephala,,
Q5891296,Homoeothrix,http://www.wikidata.org/entity/Q5891296,968435;1074022,Homoeothrix;Homoeothrix,,
Q107313535,Hooperia,http://www.wikidata.org/entity/Q107313535,1433130;1432676,Hooperia;Hooperia,,
Q18088443,Howea,http://www.wikidata.org/entity/Q18088443,135454;1168837,Howea;Howea,,
Q50743032,Hydaticus,http://www.wikidata.org/entity/Q50743032,177759;527938,Hydaticus;Hydaticus,,
Q4015369,Hydrocoryne,http://www.wikidata.org/entity/Q4015369,992867;1607228,Hydrocoryne;Hydrocoryne,,
Q61946109,Hydrocoryne,http://www.wikidata.org/entity/Q61946109,992867;1607228,Hydrocoryne;Hydrocoryne,,
Q17304919,Hygrophila,http://www.wikidata.org/entity/Q17304919,157630;551438,Hygrophila;Hygrophila,,
Q28042943,Hygrophila,http://www.wikidata.org/entity/Q28042943,157630;551438,Hygrophila;Hygrophila,,
Q61883981,Hymenocephalus,http://www.wikidata.org/entity/Q61883981,88995;789316,Hymenocephalus;Hymenocephalus,,
Q10529650,Hyperphrona punctulata,http://www.wikidata.org/entity/Q10529650,1562936;1562930,Hyperphrona punctulata;Hyperphrona punctulata,,
Q105916663,Imparipes,http://www.wikidata.org/entity/Q105916663,249758;1496526,Imparipes;Imparipes,,
Q18098535,Ingoma,http://www.wikidata.org/entity/Q18098535,1309305;1681856,Ingoma;Ingoma,,
Q5919994,Ione,http://www.wikidata.org/entity/Q5919994,476041;904162,Ione;Ione,,
Q87155332,Isanthus,http://www.wikidata.org/entity/Q87155332,359164;1486894,Isanthus;Isanthus,,
Q10537733,Isophya rectipennis,http://www.wikidata.org/entity/Q10537733,1410102;1410123,Isophya rectipennis;Isophya rectipennis,,
Q50749496,Jassargus,http://www.wikidata.org/entity/Q50749496,899610;892076,Jassargus;Jassargus,,
Q10539721,Jassargus,http://www.wikidata.org/entity/Q10539721,899610;892076,Jassargus;Jassargus,,
Q87208667,Jensoa,http://www.wikidata.org/entity/Q87208667,886000;1644819,Jensoa;Jensoa,,
Q116270045,Jimenezia,http://www.wikidata.org/entity/Q116270045,767083;1043651,Jimenezia;Jimenezia,,
Q132201372,Jordania,http://www.wikidata.org/entity/Q132201372,89191;1676720,Jordania;Jordania,,
Q14908802,Joziratia anjouanae,http://www.wikidata.org/entity/Q14908802,1609620;1609619,Joziratia anjouanae;Joziratia anjouanae,,
Q14908808,Joziratia breviclava,http://www.wikidata.org/entity/Q14908808,1609622;1609621,Joziratia breviclava;Joziratia breviclava,,
Q111631247,Kalkadoona confinis,http://www.wikidata.org/entity/Q111631247,1401087;1581005,Kalkadoona confinis;Kalkadoona confinis,,
Q23043766,Kentrophyllum,http://www.wikidata.org/entity/Q23043766,1404579;1442288,Kentrophyllum;Kentrophyllum,,
Q16078996,Kentrophyllum,http://www.wikidata.org/entity/Q16078996,1404579;1442288,Kentrophyllum;Kentrophyllum,,
Q112223087,Kurtia,http://www.wikidata.org/entity/Q112223087,1045619;1365966,Kurtia;Kurtia,,
Q13615012,Kurtia,http://www.wikidata.org/entity/Q13615012,1045619;1365966,Kurtia;Kurtia,,
Q21661293,Larinus,http://www.wikidata.org/entity/Q21661293,322909;768425,Larinus;Larinus,,
Q125696614,Lasioglossum iridescens,http://www.wikidata.org/entity/Q125696614,1530656;1530657,Lasioglossum iridescens;Lasioglossum iridescens,,
Q50745525,Lasiorhynchites,http://www.wikidata.org/entity/Q50745525,547598;1501276,Lasiorhynchites;Lasiorhynchites,,
Q21444813,Lepidostoma,http://www.wikidata.org/entity/Q21444813,148207;1069231,Lepidostoma;Lepidostoma,,
Q80984498,Lepiota badiopurpurea,http://www.wikidata.org/entity/Q80984498,1612189;1628074,Lepiota badiopurpurea;Lepiota badiopurpurea,,
Q3688582,Leptogenys pusilla,http://www.wikidata.org/entity/Q3688582,1440963;1440975,Leptogenys pusilla;Leptogenys pusilla,,
Q111293376,Leptonema,http://www.wikidata.org/entity/Q111293376,177507;177510,Leptonema;Leptonema,,
Q20725596,Leptonema,http://www.wikidata.org/entity/Q20725596,177507;177510,Leptonema;Leptonema,,
Q10559061,Leptopsis,http://www.wikidata.org/entity/Q10559061,767397;765938,Leptopsis;Leptopsis,,
Q117865384,Leptopus,http://www.wikidata.org/entity/Q117865384,81813;521453,Leptopus;Leptopus,,
Q50813220,Leptopus,http://www.wikidata.org/entity/Q50813220,81813;521453,Leptopus;Leptopus,,
Q3830767,Lepus,http://www.wikidata.org/entity/Q3830767,43117;1431524,Lepus;Lepus,,
Q21440552,Leucochrysa,http://www.wikidata.org/entity/Q21440552,252940;948388,Leucochrysa;Leucochrysa,,
Q6542325,Libnotes,http://www.wikidata.org/entity/Q6542325,789733;1654936,Libnotes;Libnotes,,
Q21438486,Libnotes,http://www.wikidata.org/entity/Q21438486,789733;1654936,Libnotes;Libnotes,,
Q119571196,Limotettix,http://www.wikidata.org/entity/Q119571196,177384;632979,Limotettix;Limotettix,,
Q3913753,Linepithema fuscum,http://www.wikidata.org/entity/Q3913753,1491531;1491598,Linepithema fuscum;Linepithema fuscum,,
Q110652450,Lioponera fervida,http://www.wikidata.org/entity/Q110652450,1346775;1668521,Lioponera fervida;Lioponera fervida,,
Q14869070,Liparochrus,http://www.wikidata.org/entity/Q14869070,1284822;1504391,Liparochrus;Liparochrus,,
Q50755475,Lithobius,http://www.wikidata.org/entity/Q50755475,122237;999986,Lithobius;Lithobius,,
Q111846191,Lloydia,http://www.wikidata.org/entity/Q111846191,1043861;1676188,Lloydia;Lloydia,,
Q119571986,Lophopagurus,http://www.wikidata.org/entity/Q119571986,603300;1092154,Lophopagurus;Lophopagurus,,
Q81096640,Louisia,http://www.wikidata.org/entity/Q81096640,1371853;1509362,Louisia;Louisia,,
Q107308128,Louisia,http://www.wikidata.org/entity/Q107308128,1371853;1509362,Louisia;Louisia,,
Q21438802,Lucanus,http://www.wikidata.org/entity/Q21438802,60813;1107301,Lucanus;Lucanus,,
Q39787725,Ludwigia,http://www.wikidata.org/entity/Q39787725,50339;1647680,Ludwigia;Ludwigia,,
Q127375817,Macaria colata,http://www.wikidata.org/entity/Q127375817,840299;1293552,Macaria colata;Macaria colata,,
Q10323002,Magadania,http://www.wikidata.org/entity/Q10323002,869034;1069564,Magadania;Magadania,,
Q14315808,Magadania,http://www.wikidata.org/entity/Q14315808,869034;1069564,Magadania;Magadania,,
Q21441418,Mahanarva,http://www.wikidata.org/entity/Q21441418,84454;787240,Mahanarva;Mahanarva,,
Q9027549,Mantisia,http://www.wikidata.org/entity/Q9027549,1579235;1579236,Mantisia;Mantisia,,
Q108029807,Marasmius ypyrangensis,http://www.wikidata.org/entity/Q108029807,1508211;1583882,Marasmius ypyrangensis;Marasmius ypyrangensis,,
Q124836870,Masarina,http://www.wikidata.org/entity/Q124836870,641119;1283847,Masarina;Masarina,,
Q124837325,Masarina,http://www.wikidata.org/entity/Q124837325,641119;1283847,Masarina;Masarina,,
Q9030852,Mazaea,http://www.wikidata.org/entity/Q9030852,753019;1069243,Mazaea;Mazaea,,
Q14641706,Mazaea,http://www.wikidata.org/entity/Q14641706,753019;1069243,Mazaea;Mazaea,,
Q14641912,Megalodontes flabellicornis,http://www.wikidata.org/entity/Q14641912,1392954;1392955,Megalodontes flabellicornis;Megalodontes flabellicornis,,
Q10579580,Megalogryllus,http://www.wikidata.org/entity/Q10579580,766627;1245418,Megalogryllus;Megalogryllus,,
